"","year","state","county","category","type","rate","unit","age","race","gender","fips","income"
"2619","2012","GA","tattnall","Cardiovascular Diseases","All stroke",28,"per 100,000","Ages 35-64 years","Overall","Overall","13267",25519
"2620","2010","GA","tattnall","Cardiovascular Diseases","All stroke",30,"per 100,000","Ages 35-64 years","Overall","Overall","13267",24064
"2621","2016","GA","tattnall","Cardiovascular Diseases","All stroke",338.9,"per 100,000","Ages 65 years and older","Overall","Overall","13267",28872
"2622","2014","GA","tattnall","Cardiovascular Diseases","All stroke",376.9,"per 100,000","Ages 65 years and older","Overall","Overall","13267",27209
"2623","2015","GA","tattnall","Cardiovascular Diseases","All stroke",362.8,"per 100,000","Ages 65 years and older","Overall","Overall","13267",29540
"2624","2017","GA","tattnall","Cardiovascular Diseases","All stroke",330.9,"per 100,000","Ages 65 years and older","Overall","Overall","13267",30671
"2625","2019","GA","tattnall","Cardiovascular Diseases","All stroke",289.6,"per 100,000","Ages 65 years and older","Overall","Overall","13267",31135
"2626","2018","GA","tattnall","Cardiovascular Diseases","All stroke",314.5,"per 100,000","Ages 65 years and older","Overall","Overall","13267",30650
"2627","2013","GA","tattnall","Cardiovascular Diseases","All stroke",354.6,"per 100,000","Ages 65 years and older","Overall","Overall","13267",25985
"2628","2011","GA","tattnall","Cardiovascular Diseases","All stroke",370.3,"per 100,000","Ages 65 years and older","Overall","Overall","13267",24395
"2629","2010","GA","tattnall","Cardiovascular Diseases","All stroke",401.9,"per 100,000","Ages 65 years and older","Overall","Overall","13267",24064
"2630","2012","GA","tattnall","Cardiovascular Diseases","All stroke",360.4,"per 100,000","Ages 65 years and older","Overall","Overall","13267",25519
"2631","2013","GA","taylor","Cardiovascular Diseases","All stroke",33.2,"per 100,000","Ages 35-64 years","Overall","Overall","13269",26301
"2632","2014","GA","taylor","Cardiovascular Diseases","All stroke",34.5,"per 100,000","Ages 35-64 years","Overall","Overall","13269",26179
"2633","2019","GA","taylor","Cardiovascular Diseases","All stroke",30.4,"per 100,000","Ages 35-64 years","Overall","Overall","13269",33163
"2634","2017","GA","taylor","Cardiovascular Diseases","All stroke",31.6,"per 100,000","Ages 35-64 years","Overall","Overall","13269",29867
"2635","2016","GA","taylor","Cardiovascular Diseases","All stroke",32.7,"per 100,000","Ages 35-64 years","Overall","Overall","13269",31578
"2636","2015","GA","taylor","Cardiovascular Diseases","All stroke",35.3,"per 100,000","Ages 35-64 years","Overall","Overall","13269",27749
"2637","2011","GA","taylor","Cardiovascular Diseases","All stroke",35.4,"per 100,000","Ages 35-64 years","Overall","Overall","13269",25284
"2638","2018","GA","taylor","Cardiovascular Diseases","All stroke",31.1,"per 100,000","Ages 35-64 years","Overall","Overall","13269",31159
"2639","2012","GA","taylor","Cardiovascular Diseases","All stroke",34.5,"per 100,000","Ages 35-64 years","Overall","Overall","13269",25323
"2640","2010","GA","taylor","Cardiovascular Diseases","All stroke",38.8,"per 100,000","Ages 35-64 years","Overall","Overall","13269",23029
"2641","2016","GA","taylor","Cardiovascular Diseases","All stroke",328.8,"per 100,000","Ages 65 years and older","Overall","Overall","13269",31578
"2642","2014","GA","taylor","Cardiovascular Diseases","All stroke",324.3,"per 100,000","Ages 65 years and older","Overall","Overall","13269",26179
"2643","2015","GA","taylor","Cardiovascular Diseases","All stroke",338.9,"per 100,000","Ages 65 years and older","Overall","Overall","13269",27749
"2644","2017","GA","taylor","Cardiovascular Diseases","All stroke",339,"per 100,000","Ages 65 years and older","Overall","Overall","13269",29867
"2645","2019","GA","taylor","Cardiovascular Diseases","All stroke",343.8,"per 100,000","Ages 65 years and older","Overall","Overall","13269",33163
"2646","2018","GA","taylor","Cardiovascular Diseases","All stroke",356,"per 100,000","Ages 65 years and older","Overall","Overall","13269",31159
"2647","2013","GA","taylor","Cardiovascular Diseases","All stroke",312.1,"per 100,000","Ages 65 years and older","Overall","Overall","13269",26301
"2648","2011","GA","taylor","Cardiovascular Diseases","All stroke",337.6,"per 100,000","Ages 65 years and older","Overall","Overall","13269",25284
"2649","2010","GA","taylor","Cardiovascular Diseases","All stroke",369.3,"per 100,000","Ages 65 years and older","Overall","Overall","13269",23029
"2650","2012","GA","taylor","Cardiovascular Diseases","All stroke",312.3,"per 100,000","Ages 65 years and older","Overall","Overall","13269",25323
"2651","2013","GA","telfair","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13271",19065
"2652","2014","GA","telfair","Cardiovascular Diseases","All stroke",25.2,"per 100,000","Ages 35-64 years","Overall","Overall","13271",20450
"2653","2019","GA","telfair","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13271",25575
"2654","2017","GA","telfair","Cardiovascular Diseases","All stroke",25.7,"per 100,000","Ages 35-64 years","Overall","Overall","13271",24064
"2655","2016","GA","telfair","Cardiovascular Diseases","All stroke",25.4,"per 100,000","Ages 35-64 years","Overall","Overall","13271",23156
"2656","2015","GA","telfair","Cardiovascular Diseases","All stroke",26.1,"per 100,000","Ages 35-64 years","Overall","Overall","13271",21833
"2657","2011","GA","telfair","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13271",18885
"2658","2018","GA","telfair","Cardiovascular Diseases","All stroke",25.4,"per 100,000","Ages 35-64 years","Overall","Overall","13271",24883
"2659","2012","GA","telfair","Cardiovascular Diseases","All stroke",24.7,"per 100,000","Ages 35-64 years","Overall","Overall","13271",19328
"2660","2010","GA","telfair","Cardiovascular Diseases","All stroke",25.6,"per 100,000","Ages 35-64 years","Overall","Overall","13271",17079
"2661","2016","GA","telfair","Cardiovascular Diseases","All stroke",328.1,"per 100,000","Ages 65 years and older","Overall","Overall","13271",23156
"2662","2014","GA","telfair","Cardiovascular Diseases","All stroke",343.4,"per 100,000","Ages 65 years and older","Overall","Overall","13271",20450
"2663","2015","GA","telfair","Cardiovascular Diseases","All stroke",346.2,"per 100,000","Ages 65 years and older","Overall","Overall","13271",21833
"2664","2017","GA","telfair","Cardiovascular Diseases","All stroke",316,"per 100,000","Ages 65 years and older","Overall","Overall","13271",24064
"2665","2019","GA","telfair","Cardiovascular Diseases","All stroke",288.9,"per 100,000","Ages 65 years and older","Overall","Overall","13271",25575
"2666","2018","GA","telfair","Cardiovascular Diseases","All stroke",301.8,"per 100,000","Ages 65 years and older","Overall","Overall","13271",24883
"2667","2013","GA","telfair","Cardiovascular Diseases","All stroke",318.7,"per 100,000","Ages 65 years and older","Overall","Overall","13271",19065
"2668","2011","GA","telfair","Cardiovascular Diseases","All stroke",338.4,"per 100,000","Ages 65 years and older","Overall","Overall","13271",18885
"2669","2010","GA","telfair","Cardiovascular Diseases","All stroke",361,"per 100,000","Ages 65 years and older","Overall","Overall","13271",17079
"2670","2012","GA","telfair","Cardiovascular Diseases","All stroke",315.9,"per 100,000","Ages 65 years and older","Overall","Overall","13271",19328
"2671","2013","GA","terrell","Cardiovascular Diseases","All stroke",26.4,"per 100,000","Ages 35-64 years","Overall","Overall","13273",36068
"2672","2014","GA","terrell","Cardiovascular Diseases","All stroke",26.3,"per 100,000","Ages 35-64 years","Overall","Overall","13273",35660
"2673","2019","GA","terrell","Cardiovascular Diseases","All stroke",24.9,"per 100,000","Ages 35-64 years","Overall","Overall","13273",39352
"2674","2017","GA","terrell","Cardiovascular Diseases","All stroke",25.3,"per 100,000","Ages 35-64 years","Overall","Overall","13273",35684
"2675","2016","GA","terrell","Cardiovascular Diseases","All stroke",25.1,"per 100,000","Ages 35-64 years","Overall","Overall","13273",35062
"2676","2015","GA","terrell","Cardiovascular Diseases","All stroke",26.8,"per 100,000","Ages 35-64 years","Overall","Overall","13273",34431
"2677","2011","GA","terrell","Cardiovascular Diseases","All stroke",29,"per 100,000","Ages 35-64 years","Overall","Overall","13273",33908
"2678","2018","GA","terrell","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13273",36671
"2679","2012","GA","terrell","Cardiovascular Diseases","All stroke",28.5,"per 100,000","Ages 35-64 years","Overall","Overall","13273",35313
"2680","2010","GA","terrell","Cardiovascular Diseases","All stroke",31.2,"per 100,000","Ages 35-64 years","Overall","Overall","13273",30462
"2681","2016","GA","terrell","Cardiovascular Diseases","All stroke",246.1,"per 100,000","Ages 65 years and older","Overall","Overall","13273",35062
"2682","2014","GA","terrell","Cardiovascular Diseases","All stroke",260.2,"per 100,000","Ages 65 years and older","Overall","Overall","13273",35660
"2683","2015","GA","terrell","Cardiovascular Diseases","All stroke",258.6,"per 100,000","Ages 65 years and older","Overall","Overall","13273",34431
"2684","2017","GA","terrell","Cardiovascular Diseases","All stroke",254.3,"per 100,000","Ages 65 years and older","Overall","Overall","13273",35684
"2685","2019","GA","terrell","Cardiovascular Diseases","All stroke",265.1,"per 100,000","Ages 65 years and older","Overall","Overall","13273",39352
"2686","2018","GA","terrell","Cardiovascular Diseases","All stroke",266.8,"per 100,000","Ages 65 years and older","Overall","Overall","13273",36671
"2687","2013","GA","terrell","Cardiovascular Diseases","All stroke",255.6,"per 100,000","Ages 65 years and older","Overall","Overall","13273",36068
"2688","2011","GA","terrell","Cardiovascular Diseases","All stroke",274.4,"per 100,000","Ages 65 years and older","Overall","Overall","13273",33908
"2689","2010","GA","terrell","Cardiovascular Diseases","All stroke",299.3,"per 100,000","Ages 65 years and older","Overall","Overall","13273",30462
"2690","2012","GA","terrell","Cardiovascular Diseases","All stroke",265.8,"per 100,000","Ages 65 years and older","Overall","Overall","13273",35313
"2691","2013","GA","thomas","Cardiovascular Diseases","All stroke",32.2,"per 100,000","Ages 35-64 years","Overall","Overall","13275",36171
"2692","2014","GA","thomas","Cardiovascular Diseases","All stroke",32,"per 100,000","Ages 35-64 years","Overall","Overall","13275",37054
"2693","2019","GA","thomas","Cardiovascular Diseases","All stroke",28.5,"per 100,000","Ages 35-64 years","Overall","Overall","13275",44358
"2694","2017","GA","thomas","Cardiovascular Diseases","All stroke",29.4,"per 100,000","Ages 35-64 years","Overall","Overall","13275",41560
"2695","2016","GA","thomas","Cardiovascular Diseases","All stroke",29.7,"per 100,000","Ages 35-64 years","Overall","Overall","13275",39655
"2696","2015","GA","thomas","Cardiovascular Diseases","All stroke",31.2,"per 100,000","Ages 35-64 years","Overall","Overall","13275",40186
"2697","2011","GA","thomas","Cardiovascular Diseases","All stroke",34.3,"per 100,000","Ages 35-64 years","Overall","Overall","13275",35706
"2698","2018","GA","thomas","Cardiovascular Diseases","All stroke",29.2,"per 100,000","Ages 35-64 years","Overall","Overall","13275",43573
"2699","2012","GA","thomas","Cardiovascular Diseases","All stroke",34.6,"per 100,000","Ages 35-64 years","Overall","Overall","13275",36469
"2700","2010","GA","thomas","Cardiovascular Diseases","All stroke",36.4,"per 100,000","Ages 35-64 years","Overall","Overall","13275",33313
"2701","2010","GA","tift","Cardiovascular Diseases","All stroke",28.1,"per 100,000","Ages 35-64 years","Overall","Overall","13277",29370
"2702","2016","GA","thomas","Cardiovascular Diseases","All stroke",314.4,"per 100,000","Ages 65 years and older","Overall","Overall","13275",39655
"2703","2014","GA","thomas","Cardiovascular Diseases","All stroke",327.9,"per 100,000","Ages 65 years and older","Overall","Overall","13275",37054
"2704","2015","GA","thomas","Cardiovascular Diseases","All stroke",317.6,"per 100,000","Ages 65 years and older","Overall","Overall","13275",40186
"2705","2017","GA","thomas","Cardiovascular Diseases","All stroke",323.3,"per 100,000","Ages 65 years and older","Overall","Overall","13275",41560
"2706","2019","GA","thomas","Cardiovascular Diseases","All stroke",325,"per 100,000","Ages 65 years and older","Overall","Overall","13275",44358
"2707","2018","GA","thomas","Cardiovascular Diseases","All stroke",328.4,"per 100,000","Ages 65 years and older","Overall","Overall","13275",43573
"2708","2013","GA","thomas","Cardiovascular Diseases","All stroke",320.6,"per 100,000","Ages 65 years and older","Overall","Overall","13275",36171
"2709","2011","GA","thomas","Cardiovascular Diseases","All stroke",338.8,"per 100,000","Ages 65 years and older","Overall","Overall","13275",35706
"2710","2010","GA","thomas","Cardiovascular Diseases","All stroke",370.9,"per 100,000","Ages 65 years and older","Overall","Overall","13275",33313
"2711","2012","GA","thomas","Cardiovascular Diseases","All stroke",333.5,"per 100,000","Ages 65 years and older","Overall","Overall","13275",36469
"2712","2013","GA","tift","Cardiovascular Diseases","All stroke",27.8,"per 100,000","Ages 35-64 years","Overall","Overall","13277",31168
"2713","2014","GA","tift","Cardiovascular Diseases","All stroke",27.7,"per 100,000","Ages 35-64 years","Overall","Overall","13277",33148
"2714","2019","GA","tift","Cardiovascular Diseases","All stroke",27.6,"per 100,000","Ages 35-64 years","Overall","Overall","13277",37892
"2715","2017","GA","tift","Cardiovascular Diseases","All stroke",27.8,"per 100,000","Ages 35-64 years","Overall","Overall","13277",35438
"2716","2016","GA","tift","Cardiovascular Diseases","All stroke",28.1,"per 100,000","Ages 35-64 years","Overall","Overall","13277",34949
"2717","2015","GA","tift","Cardiovascular Diseases","All stroke",28.6,"per 100,000","Ages 35-64 years","Overall","Overall","13277",36224
"2718","2011","GA","tift","Cardiovascular Diseases","All stroke",27.2,"per 100,000","Ages 35-64 years","Overall","Overall","13277",30867
"2719","2018","GA","tift","Cardiovascular Diseases","All stroke",27.9,"per 100,000","Ages 35-64 years","Overall","Overall","13277",36863
"2720","2012","GA","tift","Cardiovascular Diseases","All stroke",29.1,"per 100,000","Ages 35-64 years","Overall","Overall","13277",30948
"2721","2016","GA","tift","Cardiovascular Diseases","All stroke",322.7,"per 100,000","Ages 65 years and older","Overall","Overall","13277",34949
"2722","2014","GA","tift","Cardiovascular Diseases","All stroke",324.1,"per 100,000","Ages 65 years and older","Overall","Overall","13277",33148
"2723","2015","GA","tift","Cardiovascular Diseases","All stroke",328.3,"per 100,000","Ages 65 years and older","Overall","Overall","13277",36224
"2724","2017","GA","tift","Cardiovascular Diseases","All stroke",341.8,"per 100,000","Ages 65 years and older","Overall","Overall","13277",35438
"2725","2019","GA","tift","Cardiovascular Diseases","All stroke",338.8,"per 100,000","Ages 65 years and older","Overall","Overall","13277",37892
"2726","2018","GA","tift","Cardiovascular Diseases","All stroke",353.3,"per 100,000","Ages 65 years and older","Overall","Overall","13277",36863
"2727","2013","GA","tift","Cardiovascular Diseases","All stroke",289.1,"per 100,000","Ages 65 years and older","Overall","Overall","13277",31168
"2728","2011","GA","tift","Cardiovascular Diseases","All stroke",296.4,"per 100,000","Ages 65 years and older","Overall","Overall","13277",30867
"2729","2010","GA","tift","Cardiovascular Diseases","All stroke",313.1,"per 100,000","Ages 65 years and older","Overall","Overall","13277",29370
"2730","2012","GA","tift","Cardiovascular Diseases","All stroke",290.2,"per 100,000","Ages 65 years and older","Overall","Overall","13277",30948
"2731","2013","GA","toombs","Cardiovascular Diseases","All stroke",27.9,"per 100,000","Ages 35-64 years","Overall","Overall","13279",31706
"2732","2014","GA","toombs","Cardiovascular Diseases","All stroke",29.6,"per 100,000","Ages 35-64 years","Overall","Overall","13279",31878
"2733","2019","GA","toombs","Cardiovascular Diseases","All stroke",28.8,"per 100,000","Ages 35-64 years","Overall","Overall","13279",35389
"2734","2017","GA","toombs","Cardiovascular Diseases","All stroke",30.8,"per 100,000","Ages 35-64 years","Overall","Overall","13279",33787
"2735","2016","GA","toombs","Cardiovascular Diseases","All stroke",29.7,"per 100,000","Ages 35-64 years","Overall","Overall","13279",33615
"2736","2015","GA","toombs","Cardiovascular Diseases","All stroke",31,"per 100,000","Ages 35-64 years","Overall","Overall","13279",33268
"2737","2011","GA","toombs","Cardiovascular Diseases","All stroke",28.1,"per 100,000","Ages 35-64 years","Overall","Overall","13279",30546
"2738","2018","GA","toombs","Cardiovascular Diseases","All stroke",29.5,"per 100,000","Ages 35-64 years","Overall","Overall","13279",34763
"2739","2012","GA","toombs","Cardiovascular Diseases","All stroke",28.2,"per 100,000","Ages 35-64 years","Overall","Overall","13279",30821
"2740","2010","GA","toombs","Cardiovascular Diseases","All stroke",29.4,"per 100,000","Ages 35-64 years","Overall","Overall","13279",29081
"2741","2016","GA","toombs","Cardiovascular Diseases","All stroke",376.5,"per 100,000","Ages 65 years and older","Overall","Overall","13279",33615
"2742","2014","GA","toombs","Cardiovascular Diseases","All stroke",427.7,"per 100,000","Ages 65 years and older","Overall","Overall","13279",31878
"2743","2015","GA","toombs","Cardiovascular Diseases","All stroke",410.8,"per 100,000","Ages 65 years and older","Overall","Overall","13279",33268
"2744","2017","GA","toombs","Cardiovascular Diseases","All stroke",358.9,"per 100,000","Ages 65 years and older","Overall","Overall","13279",33787
"2745","2019","GA","toombs","Cardiovascular Diseases","All stroke",305.5,"per 100,000","Ages 65 years and older","Overall","Overall","13279",35389
"2746","2018","GA","toombs","Cardiovascular Diseases","All stroke",332.6,"per 100,000","Ages 65 years and older","Overall","Overall","13279",34763
"2747","2013","GA","toombs","Cardiovascular Diseases","All stroke",410,"per 100,000","Ages 65 years and older","Overall","Overall","13279",31706
"2748","2011","GA","toombs","Cardiovascular Diseases","All stroke",447.1,"per 100,000","Ages 65 years and older","Overall","Overall","13279",30546
"2749","2010","GA","toombs","Cardiovascular Diseases","All stroke",473.2,"per 100,000","Ages 65 years and older","Overall","Overall","13279",29081
"2750","2012","GA","toombs","Cardiovascular Diseases","All stroke",414.8,"per 100,000","Ages 65 years and older","Overall","Overall","13279",30821
"2751","2013","GA","towns","Cardiovascular Diseases","All stroke",19.1,"per 100,000","Ages 35-64 years","Overall","Overall","13281",31722
"2752","2014","GA","towns","Cardiovascular Diseases","All stroke",20.8,"per 100,000","Ages 35-64 years","Overall","Overall","13281",31861
"2753","2019","GA","towns","Cardiovascular Diseases","All stroke",20.8,"per 100,000","Ages 35-64 years","Overall","Overall","13281",40709
"2754","2017","GA","towns","Cardiovascular Diseases","All stroke",21.3,"per 100,000","Ages 35-64 years","Overall","Overall","13281",36633
"2755","2016","GA","towns","Cardiovascular Diseases","All stroke",21.7,"per 100,000","Ages 35-64 years","Overall","Overall","13281",35292
"2756","2015","GA","towns","Cardiovascular Diseases","All stroke",21.3,"per 100,000","Ages 35-64 years","Overall","Overall","13281",34141
"2757","2011","GA","towns","Cardiovascular Diseases","All stroke",19.9,"per 100,000","Ages 35-64 years","Overall","Overall","13281",30679
"2758","2018","GA","towns","Cardiovascular Diseases","All stroke",20.2,"per 100,000","Ages 35-64 years","Overall","Overall","13281",38024
"2759","2012","GA","towns","Cardiovascular Diseases","All stroke",19.2,"per 100,000","Ages 35-64 years","Overall","Overall","13281",31791
"2760","2010","GA","towns","Cardiovascular Diseases","All stroke",20.3,"per 100,000","Ages 35-64 years","Overall","Overall","13281",29049
"2761","2016","GA","towns","Cardiovascular Diseases","All stroke",284.6,"per 100,000","Ages 65 years and older","Overall","Overall","13281",35292
"2762","2014","GA","towns","Cardiovascular Diseases","All stroke",270.9,"per 100,000","Ages 65 years and older","Overall","Overall","13281",31861
"2763","2015","GA","towns","Cardiovascular Diseases","All stroke",287.3,"per 100,000","Ages 65 years and older","Overall","Overall","13281",34141
"2764","2017","GA","towns","Cardiovascular Diseases","All stroke",266.8,"per 100,000","Ages 65 years and older","Overall","Overall","13281",36633
"2765","2019","GA","towns","Cardiovascular Diseases","All stroke",233.6,"per 100,000","Ages 65 years and older","Overall","Overall","13281",40709
"2766","2018","GA","towns","Cardiovascular Diseases","All stroke",253.6,"per 100,000","Ages 65 years and older","Overall","Overall","13281",38024
"2767","2013","GA","towns","Cardiovascular Diseases","All stroke",279.5,"per 100,000","Ages 65 years and older","Overall","Overall","13281",31722
"2768","2011","GA","towns","Cardiovascular Diseases","All stroke",313.8,"per 100,000","Ages 65 years and older","Overall","Overall","13281",30679
"2769","2010","GA","towns","Cardiovascular Diseases","All stroke",324.9,"per 100,000","Ages 65 years and older","Overall","Overall","13281",29049
"2770","2012","GA","towns","Cardiovascular Diseases","All stroke",291.8,"per 100,000","Ages 65 years and older","Overall","Overall","13281",31791
"2771","2013","GA","treutlen","Cardiovascular Diseases","All stroke",23.4,"per 100,000","Ages 35-64 years","Overall","Overall","13283",26219
"2772","2014","GA","treutlen","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13283",26095
"2773","2019","GA","treutlen","Cardiovascular Diseases","All stroke",23.8,"per 100,000","Ages 35-64 years","Overall","Overall","13283",31609
"2774","2017","GA","treutlen","Cardiovascular Diseases","All stroke",24.7,"per 100,000","Ages 35-64 years","Overall","Overall","13283",30096
"2775","2016","GA","treutlen","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13283",28659
"2776","2015","GA","treutlen","Cardiovascular Diseases","All stroke",25.2,"per 100,000","Ages 35-64 years","Overall","Overall","13283",27995
"2777","2011","GA","treutlen","Cardiovascular Diseases","All stroke",23.3,"per 100,000","Ages 35-64 years","Overall","Overall","13283",25990
"2778","2018","GA","treutlen","Cardiovascular Diseases","All stroke",24.2,"per 100,000","Ages 35-64 years","Overall","Overall","13283",30265
"2779","2012","GA","treutlen","Cardiovascular Diseases","All stroke",23.2,"per 100,000","Ages 35-64 years","Overall","Overall","13283",25463
"2780","2010","GA","treutlen","Cardiovascular Diseases","All stroke",24.7,"per 100,000","Ages 35-64 years","Overall","Overall","13283",24784
"2781","2016","GA","treutlen","Cardiovascular Diseases","All stroke",400.9,"per 100,000","Ages 65 years and older","Overall","Overall","13283",28659
"2782","2014","GA","treutlen","Cardiovascular Diseases","All stroke",449.9,"per 100,000","Ages 65 years and older","Overall","Overall","13283",26095
"2783","2015","GA","treutlen","Cardiovascular Diseases","All stroke",447.2,"per 100,000","Ages 65 years and older","Overall","Overall","13283",27995
"2784","2017","GA","treutlen","Cardiovascular Diseases","All stroke",398.8,"per 100,000","Ages 65 years and older","Overall","Overall","13283",30096
"2785","2019","GA","treutlen","Cardiovascular Diseases","All stroke",355.4,"per 100,000","Ages 65 years and older","Overall","Overall","13283",31609
"2786","2018","GA","treutlen","Cardiovascular Diseases","All stroke",383.6,"per 100,000","Ages 65 years and older","Overall","Overall","13283",30265
"2787","2013","GA","treutlen","Cardiovascular Diseases","All stroke",442.8,"per 100,000","Ages 65 years and older","Overall","Overall","13283",26219
"2788","2011","GA","treutlen","Cardiovascular Diseases","All stroke",479.4,"per 100,000","Ages 65 years and older","Overall","Overall","13283",25990
"2789","2010","GA","treutlen","Cardiovascular Diseases","All stroke",516.9,"per 100,000","Ages 65 years and older","Overall","Overall","13283",24784
"2790","2012","GA","treutlen","Cardiovascular Diseases","All stroke",450.9,"per 100,000","Ages 65 years and older","Overall","Overall","13283",25463
"2791","2013","GA","troup","Cardiovascular Diseases","All stroke",28.9,"per 100,000","Ages 35-64 years","Overall","Overall","13285",32177
"2792","2014","GA","troup","Cardiovascular Diseases","All stroke",29.2,"per 100,000","Ages 35-64 years","Overall","Overall","13285",33307
"2793","2019","GA","troup","Cardiovascular Diseases","All stroke",29,"per 100,000","Ages 35-64 years","Overall","Overall","13285",37690
"2794","2017","GA","troup","Cardiovascular Diseases","All stroke",28.1,"per 100,000","Ages 35-64 years","Overall","Overall","13285",35075
"2795","2016","GA","troup","Cardiovascular Diseases","All stroke",28.7,"per 100,000","Ages 35-64 years","Overall","Overall","13285",34877
"2796","2015","GA","troup","Cardiovascular Diseases","All stroke",31.3,"per 100,000","Ages 35-64 years","Overall","Overall","13285",34301
"2797","2011","GA","troup","Cardiovascular Diseases","All stroke",30.3,"per 100,000","Ages 35-64 years","Overall","Overall","13285",31778
"2798","2018","GA","troup","Cardiovascular Diseases","All stroke",28.1,"per 100,000","Ages 35-64 years","Overall","Overall","13285",35977
"2799","2012","GA","troup","Cardiovascular Diseases","All stroke",29.8,"per 100,000","Ages 35-64 years","Overall","Overall","13285",32411
"2800","2010","GA","troup","Cardiovascular Diseases","All stroke",31.8,"per 100,000","Ages 35-64 years","Overall","Overall","13285",29979
"2801","2016","GA","troup","Cardiovascular Diseases","All stroke",302.5,"per 100,000","Ages 65 years and older","Overall","Overall","13285",34877
"2802","2014","GA","troup","Cardiovascular Diseases","All stroke",309.5,"per 100,000","Ages 65 years and older","Overall","Overall","13285",33307
"2803","2015","GA","troup","Cardiovascular Diseases","All stroke",317.5,"per 100,000","Ages 65 years and older","Overall","Overall","13285",34301
"2804","2017","GA","troup","Cardiovascular Diseases","All stroke",301.4,"per 100,000","Ages 65 years and older","Overall","Overall","13285",35075
"2805","2019","GA","troup","Cardiovascular Diseases","All stroke",313.8,"per 100,000","Ages 65 years and older","Overall","Overall","13285",37690
"2806","2018","GA","troup","Cardiovascular Diseases","All stroke",313.2,"per 100,000","Ages 65 years and older","Overall","Overall","13285",35977
"2807","2013","GA","troup","Cardiovascular Diseases","All stroke",309.1,"per 100,000","Ages 65 years and older","Overall","Overall","13285",32177
"2808","2011","GA","troup","Cardiovascular Diseases","All stroke",313.3,"per 100,000","Ages 65 years and older","Overall","Overall","13285",31778
"2809","2010","GA","troup","Cardiovascular Diseases","All stroke",332.1,"per 100,000","Ages 65 years and older","Overall","Overall","13285",29979
"2810","2012","GA","troup","Cardiovascular Diseases","All stroke",308.1,"per 100,000","Ages 65 years and older","Overall","Overall","13285",32411
"2811","2013","GA","turner","Cardiovascular Diseases","All stroke",23.4,"per 100,000","Ages 35-64 years","Overall","Overall","13287",28988
"2812","2014","GA","turner","Cardiovascular Diseases","All stroke",23.6,"per 100,000","Ages 35-64 years","Overall","Overall","13287",28956
"2813","2019","GA","turner","Cardiovascular Diseases","All stroke",23.6,"per 100,000","Ages 35-64 years","Overall","Overall","13287",32210
"2814","2017","GA","turner","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13287",30465
"2815","2016","GA","turner","Cardiovascular Diseases","All stroke",24.3,"per 100,000","Ages 35-64 years","Overall","Overall","13287",29457
"2816","2015","GA","turner","Cardiovascular Diseases","All stroke",25,"per 100,000","Ages 35-64 years","Overall","Overall","13287",31226
"2817","2011","GA","turner","Cardiovascular Diseases","All stroke",23.8,"per 100,000","Ages 35-64 years","Overall","Overall","13287",28941
"2818","2018","GA","turner","Cardiovascular Diseases","All stroke",24.5,"per 100,000","Ages 35-64 years","Overall","Overall","13287",30173
"2819","2012","GA","turner","Cardiovascular Diseases","All stroke",24.3,"per 100,000","Ages 35-64 years","Overall","Overall","13287",28904
"2820","2010","GA","turner","Cardiovascular Diseases","All stroke",25.1,"per 100,000","Ages 35-64 years","Overall","Overall","13287",26853
"2821","2016","GA","turner","Cardiovascular Diseases","All stroke",273.2,"per 100,000","Ages 65 years and older","Overall","Overall","13287",29457
"2822","2014","GA","turner","Cardiovascular Diseases","All stroke",266.3,"per 100,000","Ages 65 years and older","Overall","Overall","13287",28956
"2823","2015","GA","turner","Cardiovascular Diseases","All stroke",281.2,"per 100,000","Ages 65 years and older","Overall","Overall","13287",31226
"2824","2017","GA","turner","Cardiovascular Diseases","All stroke",277.6,"per 100,000","Ages 65 years and older","Overall","Overall","13287",30465
"2825","2019","GA","turner","Cardiovascular Diseases","All stroke",268,"per 100,000","Ages 65 years and older","Overall","Overall","13287",32210
"2826","2018","GA","turner","Cardiovascular Diseases","All stroke",279.6,"per 100,000","Ages 65 years and older","Overall","Overall","13287",30173
"2827","2013","GA","turner","Cardiovascular Diseases","All stroke",241.1,"per 100,000","Ages 65 years and older","Overall","Overall","13287",28988
"2828","2011","GA","turner","Cardiovascular Diseases","All stroke",250.2,"per 100,000","Ages 65 years and older","Overall","Overall","13287",28941
"2829","2010","GA","turner","Cardiovascular Diseases","All stroke",265.7,"per 100,000","Ages 65 years and older","Overall","Overall","13287",26853
"2830","2012","GA","turner","Cardiovascular Diseases","All stroke",239.9,"per 100,000","Ages 65 years and older","Overall","Overall","13287",28904
